Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Eagle Lake Manor,Fluoride,0.670 ppm,,4 ppm
Eagle Lake Manor,Manganese,5.31 ppb,100 ppb,
Eagle Lake Manor,Mercury (inorganic),0.200 ppb,1.2 ppb,2 ppb
Eagle Lake Manor,Nitrate,0.0413 ppm,0.14 ppm,10 ppm
Eagle Lake Manor,Nitrate and nitrite,0.00110 ppm,0.14 ppm,10 ppm
Eagle Lake Manor,Selenium,0.550 ppb,30 ppb,50 ppb
Eagle Lake Manor,Uranium,0.04 pCi/L,0.43 pCi/L,20 pCi/L
Eagle Lake Manor,None,,,
Harvest View Estates,Arsenic,5.56 ppb,0.004 ppb,10 ppb
Harvest View Estates,"Radium, combined (-226 &amp; -228)",1.43 pCi/L,0.05 pCi/L,5 pCi/L
Harvest View Estates,Barium,18.8 ppb,700 ppb,"2,000 ppb"
Harvest View Estates,Di(2-ethylhexyl) phthalate,1.80 ppb,3 ppb,6 ppb
Harvest View Estates,Fluoride,0.826 ppm,,4 ppm
Harvest View Estates,Manganese,11.3 ppb,100 ppb,
Harvest View Estates,Nitrate,0.0483 ppm,0.14 ppm,10 ppm
Harvest View Estates,Nitrate and nitrite,0.0376 ppm,0.14 ppm,10 ppm
Harvest View Estates,None,,,
Hickory Haven,Arsenic,4.15 ppb,0.004 ppb,10 ppb
Hickory Haven,"Radium, combined (-226 &amp; -228)",0.93 pCi/L,0.05 pCi/L,5 pCi/L
Hickory Haven,Barium,13.5 ppb,700 ppb,"2,000 ppb"
Hickory Haven,Di(2-ethylhexyl) phthalate,1.30 ppb,3 ppb,6 ppb
Hickory Haven,Fluoride,1.18 ppm,,4 ppm
Hickory Haven,Manganese,5.97 ppb,100 ppb,
Hickory Haven,Mercury (inorganic),0.00700 ppb,1.2 ppb,2 ppb
Hickory Haven,Nitrate,0.0445 ppm,0.14 ppm,10 ppm
Hickory Haven,Nitrate and nitrite,0.0383 ppm,0.14 ppm,10 ppm
Hickory Haven,None,,,
Lakeview Specialty Hospital,Arsenic,0.350 ppb,0.004 ppb,10 ppb
Lakeview Specialty Hospital,Bromodichloromethane,0.674 ppb,0.06 ppb,
Lakeview Specialty Hospital,Chloroform,1.11 ppb,0.4 ppb,
Lakeview Specialty Hospital,Dibromochloromethane,0.607 ppb,0.1 ppb,
Lakeview Specialty Hospital,"Radium, combined (-226 &amp; -228)",2.69 pCi/L,0.05 pCi/L,5 pCi/L
Lakeview Specialty Hospital,Total trihalomethanes (TTHMs)†,1.92 ppb,0.15 ppb,80 ppb
Lakeview Specialty Hospital,Aluminum,0.420 ppb,600 ppb,
Lakeview Specialty Hospital,Barium,0.600 ppb,700 ppb,"2,000 ppb"
Lakeview Specialty Hospital,Bromoform,0.0843 ppb,0.5 ppb,
Lakeview Specialty Hospital,Chromium (total),0.500 ppb,,100 ppb
Lakeview Specialty Hospital,Dibromoacetic acid,0.0667 ppb,0.04 ppb,
Lakeview Specialty Hospital,Fluoride,0.990 ppm,,4 ppm
Lakeview Specialty Hospital,Haloacetic acids (HAA5)†,0.0667 ppb,0.1 ppb,60 ppb
Lakeview Specialty Hospital,Manganese,4.92 ppb,100 ppb,
Lakeview Specialty Hospital,Nitrate,0.00250 ppm,0.14 ppm,10 ppm
Lakeview Specialty Hospital,Uranium,0.75 pCi/L,0.43 pCi/L,20 pCi/L
Lakeview Specialty Hospital,None,,,
River Springs Apartments Llc,Arsenic,2.64 ppb,0.004 ppb,10 ppb
River Springs Apartments Llc,"Radium, combined (-226 &amp; -228)",0.18 pCi/L,0.05 pCi/L,5 pCi/L
River Springs Apartments Llc,"1,2-Dichloroethane",0.0300 ppb,0.4 ppb,5 ppb
River Springs Apartments Llc,Barium,79.9 ppb,700 ppb,"2,000 ppb"
River Springs Apartments Llc,Chloromethane,0.120 ppb,2.69 ppb,
River Springs Apartments Llc,Fluoride,0.247 ppm,,4 ppm
River Springs Apartments Llc,Manganese,14.1 ppb,100 ppb,
River Springs Apartments Llc,Nitrate,0.123 ppm,0.14 ppm,10 ppm
River Springs Apartments Llc,None,,,
Southern Wisconsin Center,Bromodichloromethane,0.489 ppb,0.06 ppb,
Southern Wisconsin Center,Dibromoacetic acid,0.744 ppb,0.04 ppb,
Southern Wisconsin Center,Dibromochloromethane,0.241 ppb,0.1 ppb,
Southern Wisconsin Center,Dichloroacetic acid,0.489 ppb,0.2 ppb,
Southern Wisconsin Center,Haloacetic acids (HAA5)†,1.23 ppb,0.1 ppb,60 ppb
Southern Wisconsin Center,"Radium, combined (-226 &amp; -228)",4.80 pCi/L,0.05 pCi/L,5 pCi/L
Southern Wisconsin Center,Total trihalomethanes (TTHMs)†,3.45 ppb,0.15 ppb,80 ppb
Southern Wisconsin Center,Barium,52.3 ppb,700 ppb,"2,000 ppb"
Southern Wisconsin Center,Chloroform,0.621 ppb,0.4 ppb,
Southern Wisconsin Center,Chloromethane,0.0357 ppb,2.69 ppb,
Southern Wisconsin Center,Fluoride,1.19 ppm,,4 ppm
Southern Wisconsin Center,Manganese,8.12 ppb,100 ppb,
Southern Wisconsin Center,Uranium,0.71 pCi/L,0.43 pCi/L,20 pCi/L
Southern Wisconsin Center,None,,,
Spring Green Subd 1,Arsenic,0.200 ppb,0.004 ppb,10 ppb
Spring Green Subd 1,"Radium, combined (-226 &amp; -228)",0.82 pCi/L,0.05 pCi/L,5 pCi/L
Spring Green Subd 1,Barium,40.5 ppb,700 ppb,"2,000 ppb"
Spring Green Subd 1,Fluoride,0.920 ppm,,4 ppm
Spring Green Subd 1,Manganese,7.60 ppb,100 ppb,
Spring Green Subd 1,Mercury (inorganic),0.150 ppb,1.2 ppb,2 ppb
Spring Green Subd 1,Nitrate,0.226 ppm,0.14 ppm,10 ppm
Spring Green Subd 1,Nitrate and nitrite,0.229 ppm,0.14 ppm,10 ppm
Spring Green Subd 1,Selenium,0.700 ppb,30 ppb,50 ppb
Spring Green Subd 1,None,,,
Union Grove Water Supply Corporation,Bromochloroacetic acid,2.55 ppb,0.02 ppb,
Union Grove Water Supply Corporation,Bromodichloromethane,4.46 ppb,0.06 ppb,
Union Grove Water Supply Corporation,Bromoform,2.20 ppb,0.5 ppb,
Union Grove Water Supply Corporation,Chloroform,3.06 ppb,0.4 ppb,
Union Grove Water Supply Corporation,Dibromoacetic acid,2.05 ppb,0.04 ppb,
Union Grove Water Supply Corporation,Dibromochloromethane,5.90 ppb,0.1 ppb,
Union Grove Water Supply Corporation,Dichloroacetic acid,1.48 ppb,0.2 ppb,
Union Grove Water Supply Corporation,Haloacetic acids (HAA5)†,4.42 ppb,0.1 ppb,60 ppb
Union Grove Water Supply Corporation,"Radium, combined (-226 &amp; -228)",0.75 pCi/L,0.05 pCi/L,5 pCi/L
Union Grove Water Supply Corporation,Total trihalomethanes (TTHMs)†,23.1 ppb,0.15 ppb,80 ppb
Union Grove Water Supply Corporation,Trichloroacetic acid,0.883 ppb,0.1 ppb,
Union Grove Water Supply Corporation,Acetone,2.37 ppb,,
Union Grove Water Supply Corporation,Barium,48.5 ppb,700 ppb,"2,000 ppb"
Union Grove Water Supply Corporation,Chloromethane,0.107 ppb,2.69 ppb,
Union Grove Water Supply Corporation,Chromium (total),2.85 ppb,,100 ppb
Union Grove Water Supply Corporation,Fluoride,0.194 ppm,,4 ppm
Union Grove Water Supply Corporation,Manganese,11.5 ppb,100 ppb,
Union Grove Water Supply Corporation,Methyl ethyl ketone,0.590 ppb,,
Union Grove Water Supply Corporation,Methyl isobutyl ketone,0.498 ppb,,
Union Grove Water Supply Corporation,Nitrate,0.0587 ppm,0.14 ppm,10 ppm
Union Grove Water Supply Corporation,Nitrate and nitrite,0.0515 ppm,0.14 ppm,10 ppm
Union Grove Water Supply Corporation,Selenium,1.45 ppb,30 ppb,50 ppb
Union Grove Water Supply Corporation,Xylenes (total),0.393 ppb,"1,800 ppb","10,000 ppb"
Union Grove Water Supply Corporation,None,,,
Wind Point Water Department,Bromodichloromethane,12.1 ppb,0.06 ppb,
Wind Point Water Department,Chloroform,20.1 ppb,0.4 ppb,
Wind Point Water Department,Chromium (hexavalent)*,0.207 ppb,0.02 ppb,
Wind Point Water Department,Dibromoacetic acid,1.24 ppb,0.04 ppb,
Wind Point Water Department,Dibromochloromethane,6.63 ppb,0.1 ppb,
Wind Point Water Department,Dichloroacetic acid,8.92 ppb,0.2 ppb,
Wind Point Water Department,Haloacetic acids (HAA5)†,16.9 ppb,0.1 ppb,60 ppb
Wind Point Water Department,Haloacetic acids (HAA9)*†,23.5 ppb,0.06 ppb,
Wind Point Water Department,Total trihalomethanes (TTHMs)†,39.8 ppb,0.15 ppb,80 ppb
Wind Point Water Department,Trichloroacetic acid,6.37 ppb,0.1 ppb,
Wind Point Water Department,Bromoform,0.910 ppb,0.5 ppb,
Wind Point Water Department,Chlorate*,57.0 ppb,210 ppb,
Wind Point Water Department,Chromium (total)*,0.519 ppb,,100 ppb
Wind Point Water Department,Manganese*,5.66 ppb,100 ppb,
Wind Point Water Department,Molybdenum*,0.409 ppb,40 ppb,
Wind Point Water Department,Monobromoacetic acid*,0.0569 ppb,25 ppb,
Wind Point Water Department,Monochloroacetic acid,0.345 ppb,53 ppb,
Wind Point Water Department,Permethrin*,0.00500 ppb,,
Wind Point Water Department,Strontium*,0.134 ppb,"1,500 ppb",
Wind Point Water Department,Vanadium*,0.171 ppb,21 ppb,
Wind Point Water Department,None,,,
Milwaukee Waterworks,Arsenic,0.0875 ppb,0.004 ppb,10 ppb
Milwaukee Waterworks,Bromate,1.52 ppb,0.1 ppb,10 ppb
Milwaukee Waterworks,Bromodichloromethane,2.78 ppb,0.06 ppb,
Milwaukee Waterworks,Chloroform,2.45 ppb,0.4 ppb,
Milwaukee Waterworks,Chromium (hexavalent),0.213 ppb,0.02 ppb,
Milwaukee Waterworks,Dibromoacetic acid,0.114 ppb,0.04 ppb,
Milwaukee Waterworks,Dibromochloromethane,2.03 ppb,0.1 ppb,
Milwaukee Waterworks,Dichloroacetic acid,1.24 ppb,0.2 ppb,
Milwaukee Waterworks,Haloacetic acids (HAA5)†,1.83 ppb,0.1 ppb,60 ppb
Milwaukee Waterworks,Haloacetic acids (HAA9)†,4.48 ppb,0.06 ppb,
Milwaukee Waterworks,Nitrate,0.293 ppm,0.14 ppm,10 ppm
Milwaukee Waterworks,Nitrate and nitrite,0.302 ppm,0.14 ppm,10 ppm
Milwaukee Waterworks,"Radium, combined (-226 &amp; -228)",1.30 pCi/L,0.05 pCi/L,5 pCi/L
Milwaukee Waterworks,Total trihalomethanes (TTHMs)†,7.51 ppb,0.15 ppb,80 ppb
Milwaukee Waterworks,Trichloroacetic acid,0.481 ppb,0.1 ppb,
Milwaukee Waterworks,Aldicarb sulfoxide,0.0167 ppb,,
Milwaukee Waterworks,Aluminum,103.0 ppb,600 ppb,
Milwaukee Waterworks,Antimony,0.0258 ppb,1 ppb,6 ppb
Milwaukee Waterworks,Atrazine,0.00611 ppb,0.1 ppb,3 ppb
Milwaukee Waterworks,Barium,19.3 ppb,700 ppb,"2,000 ppb"
Milwaukee Waterworks,Bromoform,0.248 ppb,0.5 ppb,
Milwaukee Waterworks,Chlorate,59.8 ppb,210 ppb,
Milwaukee Waterworks,Chromium (total),0.182 ppb,,100 ppb
Milwaukee Waterworks,Desethylatrazine,0.00389 ppb,0.1 ppb,
Milwaukee Waterworks,Fluoride,0.484 ppm,,4 ppm
Milwaukee Waterworks,Manganese,0.614 ppb,100 ppb,
Milwaukee Waterworks,Molybdenum,0.638 ppb,40 ppb,
Milwaukee Waterworks,Strontium,0.119 ppb,"1,500 ppb",
Milwaukee Waterworks,Vanadium,0.275 ppb,21 ppb,
Milwaukee Waterworks,Xylenes (total),0.00500 ppb,"1,800 ppb","10,000 ppb"
Milwaukee Waterworks,None,,,
South Milwaukee Waterworks,Arsenic,0.817 ppb,0.004 ppb,10 ppb
South Milwaukee Waterworks,Bromodichloromethane,11.2 ppb,0.06 ppb,
South Milwaukee Waterworks,Chloroform,26.3 ppb,0.4 ppb,
South Milwaukee Waterworks,Chromium (hexavalent),0.253 ppb,0.02 ppb,
South Milwaukee Waterworks,Dibromoacetic acid,0.977 ppb,0.04 ppb,
South Milwaukee Waterworks,Dibromochloromethane,4.01 ppb,0.1 ppb,
South Milwaukee Waterworks,Dichloroacetic acid,12.2 ppb,0.2 ppb,
South Milwaukee Waterworks,Haloacetic acids (HAA5)†,24.2 ppb,0.1 ppb,60 ppb
South Milwaukee Waterworks,Haloacetic acids (HAA9)†,33.0 ppb,0.06 ppb,
South Milwaukee Waterworks,Nitrate and nitrite,0.487 ppm,0.14 ppm,10 ppm
South Milwaukee Waterworks,"Radium, combined (-226 &amp; -228)",1.40 pCi/L,0.05 pCi/L,5 pCi/L
South Milwaukee Waterworks,Total trihalomethanes (TTHMs)†,43.1 ppb,0.15 ppb,80 ppb
