Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Park Falls Waterworks,Fluoride,0.719 ppm,,4 ppm
Park Falls Waterworks,Manganese,12.5 ppb,100 ppb,
Park Falls Waterworks,Monochloroacetic acid,0.483 ppb,53 ppb,
Park Falls Waterworks,Silver,0.0750 ppb,,
Park Falls Waterworks,None,,,
Phillips Waterworks,Arsenic,0.562 ppb,0.004 ppb,10 ppb
Phillips Waterworks,Bromodichloromethane,1.71 ppb,0.06 ppb,
Phillips Waterworks,Chloroform,4.03 ppb,0.4 ppb,
Phillips Waterworks,Dibromoacetic acid,0.290 ppb,0.04 ppb,
Phillips Waterworks,Dibromochloromethane,0.911 ppb,0.1 ppb,
Phillips Waterworks,Dichloroacetic acid,1.18 ppb,0.2 ppb,
Phillips Waterworks,Haloacetic acids (HAA5)†,2.24 ppb,0.1 ppb,60 ppb
Phillips Waterworks,Nitrate,0.936 ppm,0.14 ppm,10 ppm
Phillips Waterworks,Nitrate and nitrite,0.961 ppm,0.14 ppm,10 ppm
Phillips Waterworks,"Radium, combined (-226 &amp; -228)",0.95 pCi/L,0.05 pCi/L,5 pCi/L
Phillips Waterworks,Radon,535.00 pCi/L,1.5 pCi/L,
Phillips Waterworks,Total trihalomethanes (TTHMs)†,5.78 ppb,0.15 ppb,80 ppb
Phillips Waterworks,Trichloroacetic acid,0.765 ppb,0.1 ppb,
Phillips Waterworks,Uranium,1.37 pCi/L,0.43 pCi/L,20 pCi/L
Phillips Waterworks,Aluminum,1.50 ppb,600 ppb,
Phillips Waterworks,Barium,10.2 ppb,700 ppb,"2,000 ppb"
Phillips Waterworks,Chromium (total),0.725 ppb,,100 ppb
Phillips Waterworks,Fluoride,0.674 ppm,,4 ppm
Phillips Waterworks,Manganese,83.5 ppb,100 ppb,
Phillips Waterworks,Silver,0.150 ppb,,
Phillips Waterworks,Toluene,0.129 ppb,150 ppb,"1,000 ppb"
Phillips Waterworks,None,,,
Prentice Waterworks,Arsenic,0.318 ppb,0.004 ppb,10 ppb
Prentice Waterworks,Bromodichloromethane,3.18 ppb,0.06 ppb,
Prentice Waterworks,Chloroform,7.38 ppb,0.4 ppb,
Prentice Waterworks,Dibromochloromethane,1.51 ppb,0.1 ppb,
Prentice Waterworks,Dichloroacetic acid,2.36 ppb,0.2 ppb,
Prentice Waterworks,Haloacetic acids (HAA5)†,4.61 ppb,0.1 ppb,60 ppb
Prentice Waterworks,Total trihalomethanes (TTHMs)†,18.2 ppb,0.15 ppb,80 ppb
Prentice Waterworks,Trichloroacetic acid,2.14 ppb,0.1 ppb,
Prentice Waterworks,Aluminum,8.55 ppb,600 ppb,
Prentice Waterworks,Barium,36.1 ppb,700 ppb,"2,000 ppb"
Prentice Waterworks,Bromoform,0.0308 ppb,0.5 ppb,
Prentice Waterworks,Chloromethane,0.0167 ppb,2.69 ppb,
Prentice Waterworks,Fluoride,0.141 ppm,,4 ppm
Prentice Waterworks,Manganese,89.8 ppb,100 ppb,
Prentice Waterworks,Monochloroacetic acid,0.109 ppb,53 ppb,
Prentice Waterworks,"Radium, combined (-226 &amp; -228)",0.04 pCi/L,0.05 pCi/L,5 pCi/L
Prentice Waterworks,None,,,
Black River Falls Waterworks,Arsenic,0.0700 ppb,0.004 ppb,10 ppb
Black River Falls Waterworks,Bromodichloromethane,2.49 ppb,0.06 ppb,
Black River Falls Waterworks,Chloroform,8.78 ppb,0.4 ppb,
Black River Falls Waterworks,Dibromoacetic acid,0.0933 ppb,0.04 ppb,
Black River Falls Waterworks,Dibromochloromethane,0.590 ppb,0.1 ppb,
Black River Falls Waterworks,Dichloroacetic acid,1.27 ppb,0.2 ppb,
Black River Falls Waterworks,Haloacetic acids (HAA5)†,2.60 ppb,0.1 ppb,60 ppb
Black River Falls Waterworks,"Radium, combined (-226 &amp; -228)",1.29 pCi/L,0.05 pCi/L,5 pCi/L
Black River Falls Waterworks,Total trihalomethanes (TTHMs)†,14.3 ppb,0.15 ppb,80 ppb
Black River Falls Waterworks,Trichloroacetic acid,1.24 ppb,0.1 ppb,
Black River Falls Waterworks,Aluminum,5.50 ppb,600 ppb,
Black River Falls Waterworks,Barium,23.3 ppb,700 ppb,"2,000 ppb"
Black River Falls Waterworks,Chromium (total),0.181 ppb,,100 ppb
Black River Falls Waterworks,Fluoride,0.766 ppm,,4 ppm
Black River Falls Waterworks,Manganese,54.6 ppb,100 ppb,
Black River Falls Waterworks,Nitrate,0.224 ppm,0.14 ppm,10 ppm
Black River Falls Waterworks,Nitrate and nitrite,0.255 ppm,0.14 ppm,10 ppm
Black River Falls Waterworks,None,,,
Brockway Sanitary District 1,Bromodichloromethane,3.25 ppb,0.06 ppb,
Brockway Sanitary District 1,Chloroform,9.36 ppb,0.4 ppb,
Brockway Sanitary District 1,Dibromochloromethane,1.94 ppb,0.1 ppb,
Brockway Sanitary District 1,Dichloroacetic acid,2.14 ppb,0.2 ppb,
Brockway Sanitary District 1,Haloacetic acids (HAA5)†,3.84 ppb,0.1 ppb,60 ppb
Brockway Sanitary District 1,Nitrate,1.30 ppm,0.14 ppm,10 ppm
Brockway Sanitary District 1,Nitrate and nitrite,1.19 ppm,0.14 ppm,10 ppm
Brockway Sanitary District 1,"Radium, combined (-226 &amp; -228)",1.49 pCi/L,0.05 pCi/L,5 pCi/L
Brockway Sanitary District 1,Total trihalomethanes (TTHMs)†,18.5 ppb,0.15 ppb,80 ppb
Brockway Sanitary District 1,Trichloroacetic acid,1.13 ppb,0.1 ppb,
Brockway Sanitary District 1,Aluminum,43.3 ppb,600 ppb,
Brockway Sanitary District 1,Barium,142.2 ppb,700 ppb,"2,000 ppb"
Brockway Sanitary District 1,Beryllium,0.0638 ppb,1 ppb,4 ppb
Brockway Sanitary District 1,Bromoform,0.140 ppb,0.5 ppb,
Brockway Sanitary District 1,Cadmium,0.0203 ppb,0.04 ppb,5 ppb
Brockway Sanitary District 1,Chromium (total),0.365 ppb,,100 ppb
Brockway Sanitary District 1,Dibromoacetic acid,0.0680 ppb,0.04 ppb,
Brockway Sanitary District 1,Manganese,40.0 ppb,100 ppb,
Brockway Sanitary District 1,Mercury (inorganic),0.0250 ppb,1.2 ppb,2 ppb
Brockway Sanitary District 1,Monochloroacetic acid,0.512 ppb,53 ppb,
Brockway Sanitary District 1,Styrene,0.0120 ppb,0.5 ppb,100 ppb
Brockway Sanitary District 1,Xylenes (total),0.0160 ppb,"1,800 ppb","10,000 ppb"
Brockway Sanitary District 1,None,,,
Boardwalk Mhc Llc,Arsenic,6.33 ppb,0.004 ppb,10 ppb
Boardwalk Mhc Llc,Nitrate and nitrite,0.500 ppm,0.14 ppm,10 ppm
Boardwalk Mhc Llc,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
Boardwalk Mhc Llc,Barium,68.7 ppb,700 ppb,"2,000 ppb"
Boardwalk Mhc Llc,Fluoride,1.05 ppm,,4 ppm
Boardwalk Mhc Llc,Manganese,5.96 ppb,100 ppb,
Boardwalk Mhc Llc,Nitrate,0.0440 ppm,0.14 ppm,10 ppm
Boardwalk Mhc Llc,Styrene,0.0800 ppb,0.5 ppb,100 ppb
Boardwalk Mhc Llc,None,,,
Clintonville Utilities,Arsenic,5.45 ppb,0.004 ppb,10 ppb
Clintonville Utilities,Bromodichloromethane,4.04 ppb,0.06 ppb,
Clintonville Utilities,Chloroform,8.43 ppb,0.4 ppb,
Clintonville Utilities,Dibromoacetic acid,0.213 ppb,0.04 ppb,
Clintonville Utilities,Dibromochloromethane,1.52 ppb,0.1 ppb,
Clintonville Utilities,Dichloroacetic acid,2.47 ppb,0.2 ppb,
Clintonville Utilities,Haloacetic acids (HAA5)†,5.54 ppb,0.1 ppb,60 ppb
Clintonville Utilities,Nitrate,1.68 ppm,0.14 ppm,10 ppm
Clintonville Utilities,Nitrate and nitrite,1.39 ppm,0.14 ppm,10 ppm
Clintonville Utilities,"Radium, combined (-226 &amp; -228)",1.20 pCi/L,0.05 pCi/L,5 pCi/L
Clintonville Utilities,Total trihalomethanes (TTHMs)†,15.5 ppb,0.15 ppb,80 ppb
Clintonville Utilities,Trichloroacetic acid,2.70 ppb,0.1 ppb,
Clintonville Utilities,Barium,56.0 ppb,700 ppb,"2,000 ppb"
Clintonville Utilities,Chromium (total),0.467 ppb,,100 ppb
Clintonville Utilities,Fluoride,0.613 ppm,,4 ppm
Clintonville Utilities,Manganese,63.3 ppb,100 ppb,
Clintonville Utilities,Monobromoacetic acid,0.0650 ppb,25 ppb,
Clintonville Utilities,Monochloroacetic acid,0.0867 ppb,53 ppb,
Clintonville Utilities,None,,,
Embarrass Waterworks,Arsenic,2.70 ppb,0.004 ppb,10 ppb
Embarrass Waterworks,Bromodichloromethane,1.19 ppb,0.06 ppb,
Embarrass Waterworks,Chloroform,3.19 ppb,0.4 ppb,
Embarrass Waterworks,Dibromoacetic acid,0.450 ppb,0.04 ppb,
Embarrass Waterworks,Dibromochloromethane,0.458 ppb,0.1 ppb,
Embarrass Waterworks,Dichloroacetic acid,3.70 ppb,0.2 ppb,
Embarrass Waterworks,Haloacetic acids (HAA5)†,7.07 ppb,0.1 ppb,60 ppb
Embarrass Waterworks,Nitrate,6.09 ppm,0.14 ppm,10 ppm
Embarrass Waterworks,Nitrate and nitrite,1.86 ppm,0.14 ppm,10 ppm
Embarrass Waterworks,"Radium, combined (-226 &amp; -228)",2.59 pCi/L,0.05 pCi/L,5 pCi/L
Embarrass Waterworks,Total trihalomethanes (TTHMs)†,11.6 ppb,0.15 ppb,80 ppb
Embarrass Waterworks,Trichloroacetic acid,2.50 ppb,0.1 ppb,
Embarrass Waterworks,Aluminum,9.50 ppb,600 ppb,
Embarrass Waterworks,Barium,27.3 ppb,700 ppb,"2,000 ppb"
Embarrass Waterworks,Fluoride,0.0833 ppm,,4 ppm
Embarrass Waterworks,Manganese,60.3 ppb,100 ppb,
Embarrass Waterworks,Monochloroacetic acid,0.419 ppb,53 ppb,
Embarrass Waterworks,None,,,
Iola Waterworks,Arsenic,0.0750 ppb,0.004 ppb,10 ppb
Iola Waterworks,Bromodichloromethane,2.45 ppb,0.06 ppb,
Iola Waterworks,Chloroform,2.10 ppb,0.4 ppb,
Iola Waterworks,Dibromoacetic acid,0.220 ppb,0.04 ppb,
Iola Waterworks,Dibromochloromethane,2.59 ppb,0.1 ppb,
Iola Waterworks,Haloacetic acids (HAA5)†,6.76 ppb,0.1 ppb,60 ppb
Iola Waterworks,Nitrate,2.99 ppm,0.14 ppm,10 ppm
Iola Waterworks,Nitrate and nitrite,3.15 ppm,0.14 ppm,10 ppm
Iola Waterworks,"Radium, combined (-226 &amp; -228)",1.09 pCi/L,0.05 pCi/L,5 pCi/L
Iola Waterworks,Thallium,0.275 ppb,0.1 ppb,2 ppb
Iola Waterworks,Total trihalomethanes (TTHMs)†,7.74 ppb,0.15 ppb,80 ppb
Iola Waterworks,Trichloroacetic acid,0.488 ppb,0.1 ppb,
Iola Waterworks,Aluminum,36.3 ppb,600 ppb,
Iola Waterworks,Antimony,0.375 ppb,1 ppb,6 ppb
Iola Waterworks,Barium,85.2 ppb,700 ppb,"2,000 ppb"
Iola Waterworks,Bromoform,0.594 ppb,0.5 ppb,
Iola Waterworks,Chromium (total),0.845 ppb,,100 ppb
Iola Waterworks,Dichloroacetic acid,0.152 ppb,0.2 ppb,
Iola Waterworks,Fluoride,0.180 ppm,,4 ppm
Iola Waterworks,Manganese,3.19 ppb,100 ppb,
Iola Waterworks,Mercury (inorganic),0.150 ppb,1.2 ppb,2 ppb
Iola Waterworks,Monochloroacetic acid,5.90 ppb,53 ppb,
Iola Waterworks,Selenium,0.800 ppb,30 ppb,50 ppb
Iola Waterworks,None,,,
Manawa Waterworks,Arsenic,3.76 ppb,0.004 ppb,10 ppb
Manawa Waterworks,Bromodichloromethane,4.13 ppb,0.06 ppb,
Manawa Waterworks,Chloroform,11.4 ppb,0.4 ppb,
Manawa Waterworks,Chromium (hexavalent),0.432 ppb,0.02 ppb,
Manawa Waterworks,Dibromoacetic acid,0.0983 ppb,0.04 ppb,
Manawa Waterworks,Dibromochloromethane,1.06 ppb,0.1 ppb,
Manawa Waterworks,Dichloroacetic acid,6.13 ppb,0.2 ppb,
Manawa Waterworks,Haloacetic acids (HAA5)†,13.7 ppb,0.1 ppb,60 ppb
Manawa Waterworks,Nitrate,2.22 ppm,0.14 ppm,10 ppm
Manawa Waterworks,Nitrate and nitrite,2.56 ppm,0.14 ppm,10 ppm
Manawa Waterworks,"Radium, combined (-226 &amp; -228)",2.12 pCi/L,0.05 pCi/L,5 pCi/L
Manawa Waterworks,Total trihalomethanes (TTHMs)†,23.9 ppb,0.15 ppb,80 ppb
Manawa Waterworks,Trichloroacetic acid,7.42 ppb,0.1 ppb,
Manawa Waterworks,Atrazine,0.00725 ppb,0.1 ppb,3 ppb
Manawa Waterworks,Barium,41.2 ppb,700 ppb,"2,000 ppb"
Manawa Waterworks,Bromoform,0.0688 ppb,0.5 ppb,
Manawa Waterworks,Chlorate,29.7 ppb,210 ppb,
Manawa Waterworks,Chromium (total),0.399 ppb,,100 ppb
Manawa Waterworks,Fluoride,0.652 ppm,,4 ppm
Manawa Waterworks,Manganese,22.3 ppb,100 ppb,
Manawa Waterworks,Molybdenum,1.11 ppb,40 ppb,
Manawa Waterworks,Monobromoacetic acid,0.0833 ppb,25 ppb,
Manawa Waterworks,Strontium,0.174 ppb,"1,500 ppb",
Manawa Waterworks,Vanadium,0.934 ppb,21 ppb,
Manawa Waterworks,None,,,
Marion Waterworks,Bromodichloromethane,1.19 ppb,0.06 ppb,
Marion Waterworks,Chloroform,4.47 ppb,0.4 ppb,
Marion Waterworks,Dichloroacetic acid,3.23 ppb,0.2 ppb,
Marion Waterworks,Haloacetic acids (HAA5)†,6.10 ppb,0.1 ppb,60 ppb
Marion Waterworks,Haloacetic acids (HAA9)†,5.71 ppb,0.06 ppb,
Marion Waterworks,Total trihalomethanes (TTHMs)†,7.01 ppb,0.15 ppb,80 ppb
Marion Waterworks,Trichloroacetic acid,2.64 ppb,0.1 ppb,
Marion Waterworks,Aluminum,95.3 ppb,600 ppb,
Marion Waterworks,Di(2-ethylhexyl) phthalate,0.0750 ppb,3 ppb,6 ppb
Marion Waterworks,Dibromochloromethane,0.0828 ppb,0.1 ppb,
Marion Waterworks,Dichloromethane (methylene chloride),0.365 ppb,4 ppb,5 ppb
Marion Waterworks,Diethyl phthalate,0.0548 ppb,,
Marion Waterworks,Fluoride,0.740 ppm,,4 ppm
Marion Waterworks,Manganese,2.81 ppb,100 ppb,
Marion Waterworks,Monobromoacetic acid,0.0810 ppb,25 ppb,
Marion Waterworks,Monochloroacetic acid,0.138 ppb,53 ppb,
Marion Waterworks,"Radium, combined (-226 &amp; -228)",0.08 pCi/L,0.05 pCi/L,5 pCi/L
Marion Waterworks,Silver,0.360 ppb,,
Marion Waterworks,Strontium,0.0409 ppb,"1,500 ppb",
Marion Waterworks,None,,,
New London Water,Bromodichloromethane,3.71 ppb,0.06 ppb,
New London Water,Bromoform,61.6 ppb,0.5 ppb,
New London Water,Chloroform,1.82 ppb,0.4 ppb,
New London Water,Dibromoacetic acid,12.3 ppb,0.04 ppb,
New London Water,Dibromochloromethane,10.3 ppb,0.1 ppb,
New London Water,Dichloroacetic acid,1.11 ppb,0.2 ppb,
New London Water,Haloacetic acids (HAA5)†,14.7 ppb,0.1 ppb,60 ppb
New London Water,Total trihalomethanes (TTHMs)†,84.3 ppb,0.15 ppb,80 ppb
New London Water,Trichloroacetic acid,0.486 ppb,0.1 ppb,
New London Water,Aluminum,120.0 ppb,600 ppb,
New London Water,Bromochloromethane,0.178 ppb,,
New London Water,Bromomethane,1.76 ppb,,
New London Water,Chloromethane,0.754 ppb,2.69 ppb,
New London Water,Dibromomethane,0.486 ppb,,
New London Water,Dichloromethane (methylene chloride),0.0688 ppb,4 ppb,5 ppb
New London Water,Fluoride,0.325 ppm,,4 ppm
New London Water,Manganese,2.10 ppb,100 ppb,
New London Water,Monobromoacetic acid,0.866 ppb,25 ppb,
New London Water,None,,,
Bgwc Oakwood Estates,Bromodichloromethane,5.29 ppb,0.06 ppb,
Bgwc Oakwood Estates,Chloroform,23.2 ppb,0.4 ppb,
Bgwc Oakwood Estates,Chromium (hexavalent)*,0.0911 ppb,0.02 ppb,
Bgwc Oakwood Estates,Dibromoacetic acid*,0.240 ppb,0.04 ppb,
Bgwc Oakwood Estates,Dibromochloromethane,1.74 ppb,0.1 ppb,
Bgwc Oakwood Estates,Dichloroacetic acid,10.9 ppb,0.2 ppb,
Bgwc Oakwood Estates,Haloacetic acids (HAA5)†,17.7 ppb,0.1 ppb,60 ppb
Bgwc Oakwood Estates,Haloacetic acids (HAA9)*†,18.2 ppb,0.06 ppb,
Bgwc Oakwood Estates,Total trihalomethanes (TTHMs)†,30.2 ppb,0.15 ppb,80 ppb
Bgwc Oakwood Estates,Trichloroacetic acid,6.76 ppb,0.1 ppb,
Bgwc Oakwood Estates,Chlorate*,387.1 ppb,210 ppb,
Bgwc Oakwood Estates,Chromium (total)*,0.147 ppb,,100 ppb
Bgwc Oakwood Estates,Manganese*,2.07 ppb,100 ppb,
Bgwc Oakwood Estates,Monobromoacetic acid,0.125 ppb,25 ppb,
Bgwc Oakwood Estates,Strontium*,0.0231 ppb,"1,500 ppb",
Bgwc Oakwood Estates,None,,,
Waupaca Waterworks,Arsenic,0.399 ppb,0.004 ppb,10 ppb
Waupaca Waterworks,Bromodichloromethane,1.93 ppb,0.06 ppb,
Waupaca Waterworks,Chloroform,3.13 ppb,0.4 ppb,
Waupaca Waterworks,Dibromoacetic acid,0.442 ppb,0.04 ppb,
Waupaca Waterworks,Dibromochloromethane,1.39 ppb,0.1 ppb,
Waupaca Waterworks,Dichloroacetic acid,1.26 ppb,0.2 ppb,
Waupaca Waterworks,Haloacetic acids (HAA5)†,2.64 ppb,0.1 ppb,60 ppb
Waupaca Waterworks,Nitrate,6.31 ppm,0.14 ppm,10 ppm
Waupaca Waterworks,Nitrate and nitrite,4.87 ppm,0.14 ppm,10 ppm
Waupaca Waterworks,"Radium, combined (-226 &amp; -228)",2.10 pCi/L,0.05 pCi/L,5 pCi/L
Waupaca Waterworks,Tetrachloroethylene (perchloroethylene),0.172 ppb,0.06 ppb,5 ppb
Waupaca Waterworks,Total trihalomethanes (TTHMs)†,10.0 ppb,0.15 ppb,80 ppb
Waupaca Waterworks,Trichloroacetic acid,0.884 ppb,0.1 ppb,
Waupaca Waterworks,Barium,38.2 ppb,700 ppb,"2,000 ppb"
Waupaca Waterworks,Bromoform,0.0767 ppb,0.5 ppb,
Waupaca Waterworks,Chromium (total),0.226 ppb,,100 ppb
Waupaca Waterworks,Fluoride,0.815 ppm,,4 ppm
Waupaca Waterworks,Manganese,13.3 ppb,100 ppb,
Waupaca Waterworks,Monobromoacetic acid,0.0456 ppb,25 ppb,
Waupaca Waterworks,Toluene,0.0147 ppb,150 ppb,"1,000 ppb"
Waupaca Waterworks,None,,,
Weyauwega Waterworks,Arsenic,0.267 ppb,0.004 ppb,10 ppb
Weyauwega Waterworks,Bromodichloromethane,0.755 ppb,0.06 ppb,
Weyauwega Waterworks,Cadmium,0.0833 ppb,0.04 ppb,5 ppb
Weyauwega Waterworks,Dibromoacetic acid,0.418 ppb,0.04 ppb,
Weyauwega Waterworks,Dibromochloromethane,0.904 ppb,0.1 ppb,
Weyauwega Waterworks,Haloacetic acids (HAA5)†,2.74 ppb,0.1 ppb,60 ppb
Weyauwega Waterworks,Nitrate,2.97 ppm,0.14 ppm,10 ppm
Weyauwega Waterworks,Nitrate and nitrite,2.76 ppm,0.14 ppm,10 ppm
Weyauwega Waterworks,"Radium, combined (-226 &amp; -228)",1.12 pCi/L,0.05 pCi/L,5 pCi/L
Weyauwega Waterworks,Total trihalomethanes (TTHMs)†,5.94 ppb,0.15 ppb,80 ppb
Weyauwega Waterworks,Aluminum,3.23 ppb,600 ppb,
Weyauwega Waterworks,Barium,22.9 ppb,700 ppb,"2,000 ppb"
Weyauwega Waterworks,Bromoform,0.231 ppb,0.5 ppb,
Weyauwega Waterworks,Chloroform,0.671 ppb,0.4 ppb,
Weyauwega Waterworks,Dichloroacetic acid,0.135 ppb,0.2 ppb,
Weyauwega Waterworks,Fluoride,0.0200 ppm,,4 ppm
Weyauwega Waterworks,Manganese,13.6 ppb,100 ppb,
Weyauwega Waterworks,Monochloroacetic acid,2.06 ppb,53 ppb,
Weyauwega Waterworks,Trichloroacetic acid,0.120 ppb,0.1 ppb,
Weyauwega Waterworks,None,,,
Wisconsin Veterans Home,Arsenic,0.218 ppb,0.004 ppb,10 ppb
Wisconsin Veterans Home,Bromodichloromethane,3.24 ppb,0.06 ppb,
Wisconsin Veterans Home,Chloroform,13.3 ppb,0.4 ppb,
Wisconsin Veterans Home,Dibromoacetic acid,0.308 ppb,0.04 ppb,
Wisconsin Veterans Home,Dibromochloromethane,1.19 ppb,0.1 ppb,
Wisconsin Veterans Home,Dichloroacetic acid,9.08 ppb,0.2 ppb,
Wisconsin Veterans Home,Haloacetic acids (HAA5)†,18.5 ppb,0.1 ppb,60 ppb
Wisconsin Veterans Home,"Radium, combined (-226 &amp; -228)",1.05 pCi/L,0.05 pCi/L,5 pCi/L
Wisconsin Veterans Home,Total trihalomethanes (TTHMs)†,26.5 ppb,0.15 ppb,80 ppb
Wisconsin Veterans Home,Trichloroacetic acid,8.38 ppb,0.1 ppb,
Wisconsin Veterans Home,"1,2,4-Trimethylbenzene",0.517 ppb,,
Wisconsin Veterans Home,"1,3,5-Trimethylbenzene",0.190 ppb,,
Wisconsin Veterans Home,Barium,48.0 ppb,700 ppb,"2,000 ppb"
Wisconsin Veterans Home,Ethylbenzene,0.141 ppb,300 ppb,700 ppb
Wisconsin Veterans Home,Fluoride,0.463 ppm,,4 ppm
Wisconsin Veterans Home,Manganese,63.5 ppb,100 ppb,
Wisconsin Veterans Home,Monobromoacetic acid,0.145 ppb,25 ppb,
Wisconsin Veterans Home,Monochloroacetic acid,0.607 ppb,53 ppb,
Wisconsin Veterans Home,Nitrate,0.0163 ppm,0.14 ppm,10 ppm
Wisconsin Veterans Home,Toluene,0.215 ppb,150 ppb,"1,000 ppb"
Wisconsin Veterans Home,Xylenes (total),1.13 ppb,"1,800 ppb","10,000 ppb"
Wisconsin Veterans Home,None,,,
Baltic Rentals Llc,Arsenic,0.710 ppb,0.004 ppb,10 ppb
Baltic Rentals Llc,Manganese,510.0 ppb,100 ppb,
Baltic Rentals Llc,"Radium, combined (-226 &amp; -228)",0.70 pCi/L,0.05 pCi/L,5 pCi/L
Baltic Rentals Llc,Barium,11.0 ppb,700 ppb,"2,000 ppb"
Baltic Rentals Llc,Fluoride,0.0690 ppm,,4 ppm
Baltic Rentals Llc,Nitrate,0.0298 ppm,0.14 ppm,10 ppm
Baltic Rentals Llc,Nitrate and nitrite,0.0410 ppm,0.14 ppm,10 ppm
Baltic Rentals Llc,Uranium,0.22 pCi/L,0.43 pCi/L,20 pCi/L
Baltic Rentals Llc,None,,,
Conserve School,Bromodichloromethane,2.32 ppb,0.06 ppb,
Conserve School,Chloroform,10.1 ppb,0.4 ppb,
Conserve School,Dibromoacetic acid,0.250 ppb,0.04 ppb,
Conserve School,Dibromochloromethane,0.520 ppb,0.1 ppb,
Conserve School,Dichloroacetic acid,7.20 ppb,0.2 ppb,
Conserve School,Haloacetic acids (HAA5)†,11.5 ppb,0.1 ppb,60 ppb
Conserve School,Nitrate,0.875 ppm,0.14 ppm,10 ppm
Conserve School,Nitrate and nitrite,0.775 ppm,0.14 ppm,10 ppm
Conserve School,"Radium, combined (-226 &amp; -228)",0.95 pCi/L,0.05 pCi/L,5 pCi/L
Conserve School,Total trihalomethanes (TTHMs)†,17.5 ppb,0.15 ppb,80 ppb
Conserve School,Trichloroacetic acid,3.97 ppb,0.1 ppb,
Conserve School,Barium,24.5 ppb,700 ppb,"2,000 ppb"
Conserve School,Chromium (total),1.50 ppb,,100 ppb
Conserve School,Monobromoacetic acid,0.0933 ppb,25 ppb,
Conserve School,Toluene,0.0200 ppb,150 ppb,"1,000 ppb"
Conserve School,Xylenes (total),0.102 ppb,"1,800 ppb","10,000 ppb"
Conserve School,None,,,
Eagle River Waterworks,Arsenic,5.18 ppb,0.004 ppb,10 ppb
Eagle River Waterworks,Bromodichloromethane,2.16 ppb,0.06 ppb,
Eagle River Waterworks,Chloroform,16.0 ppb,0.4 ppb,
Eagle River Waterworks,Dichloroacetic acid,1.59 ppb,0.2 ppb,
Eagle River Waterworks,Haloacetic acids (HAA5)†,6.57 ppb,0.1 ppb,60 ppb
Eagle River Waterworks,"Radium, combined (-226 &amp; -228)",1.18 pCi/L,0.05 pCi/L,5 pCi/L
Eagle River Waterworks,Total trihalomethanes (TTHMs)†,28.3 ppb,0.15 ppb,80 ppb
Eagle River Waterworks,Trichloroacetic acid,4.98 ppb,0.1 ppb,
Eagle River Waterworks,Barium,26.3 ppb,700 ppb,"2,000 ppb"
Eagle River Waterworks,Chromium (total),1.73 ppb,,100 ppb
Eagle River Waterworks,Dibromochloromethane,0.136 ppb,0.1 ppb,
Eagle River Waterworks,Fluoride,0.783 ppm,,4 ppm
Eagle River Waterworks,Manganese,150.0 ppb,100 ppb,
Eagle River Waterworks,Nitrate,0.0594 ppm,0.14 ppm,10 ppm
Eagle River Waterworks,Nitrate and nitrite,0.0443 ppm,0.14 ppm,10 ppm
Eagle River Waterworks,Toluene,0.0339 ppb,150 ppb,"1,000 ppb"
Eagle River Waterworks,None,,,
Evergreen Estates,Bromodichloromethane*,0.438 ppb,0.06 ppb,
Evergreen Estates,Chlorite*,547.9 ppb,50 ppb,"1,000 ppb"
Evergreen Estates,Chloroform*,1.21 ppb,0.4 ppb,
Evergreen Estates,Chromium (hexavalent)*,0.0413 ppb,0.02 ppb,
Evergreen Estates,Dibromochloromethane*,0.219 ppb,0.1 ppb,
Evergreen Estates,Haloacetic acids (HAA5)†,19.1 ppb,0.1 ppb,60 ppb
Evergreen Estates,Haloacetic acids (HAA9)*†,27.0 ppb,0.06 ppb,
Evergreen Estates,"Radium, combined (-226 &amp; -228)*",0.76 pCi/L,0.05 pCi/L,5 pCi/L
Evergreen Estates,Total trihalomethanes (TTHMs)†,30.6 ppb,0.15 ppb,80 ppb
Evergreen Estates,"1,1-Dichloroethylene*",0.0300 ppb,,7 ppb
Evergreen Estates,Aluminum*,12.3 ppb,600 ppb,
Evergreen Estates,Barium*,26.5 ppb,700 ppb,"2,000 ppb"
Evergreen Estates,Bromochloromethane*,0.0147 ppb,,
Evergreen Estates,Bromoform*,0.00643 ppb,0.5 ppb,
Evergreen Estates,Chlorate*,129.6 ppb,210 ppb,
Evergreen Estates,Chromium (total)*,0.0665 ppb,,100 ppb
Evergreen Estates,Cyanide*,0.500 ppb,,200 ppb
Evergreen Estates,Fluoride*,0.351 ppm,,4 ppm
Evergreen Estates,Germanium*,0.154 ppb,,
Evergreen Estates,Manganese*,4.04 ppb,100 ppb,
Evergreen Estates,Nitrate*,0.0496 ppm,0.14 ppm,10 ppm
Evergreen Estates,Nitrate and nitrite*,0.0430 ppm,0.14 ppm,10 ppm
Evergreen Estates,Nitrite*,0.00454 ppm,,1 ppm
Evergreen Estates,Strontium*,0.292 ppb,"1,500 ppb",
Evergreen Estates,Thallium*,0.0343 ppb,0.1 ppb,2 ppb
Evergreen Estates,Vanadium*,0.120 ppb,21 ppb,
Hiawatha Mh Est Old Office,Arsenic,2.05 ppb,0.004 ppb,10 ppb
Hiawatha Mh Est Old Office,Nitrate,0.605 ppm,0.14 ppm,10 ppm
