Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Batavia City,Haloacetic acids (HAA9)†,18.0 ppb,0.06 ppb,
Batavia City,Nitrate,0.787 ppm,0.14 ppm,10 ppm
Batavia City,Nitrate and nitrite,0.890 ppm,0.14 ppm,10 ppm
Batavia City,Total trihalomethanes (TTHMs)†,35.6 ppb,0.15 ppb,80 ppb
Batavia City,Trichloroacetic acid,2.21 ppb,0.1 ppb,
Batavia City,"1,1-Dichloroethane",0.0946 ppb,3 ppb,
Batavia City,"1,4-Dioxane",0.0228 ppb,0.35 ppb,
Batavia City,Barium,12.6 ppb,700 ppb,"2,000 ppb"
Batavia City,Chlorate,318.7 ppb,210 ppb,
Batavia City,Chromium (total),0.395 ppb,,100 ppb
Batavia City,Fluoride,0.257 ppm,,4 ppm
Batavia City,Molybdenum,1.65 ppb,40 ppb,
Batavia City,Monochloroacetic acid,0.235 ppb,53 ppb,
Batavia City,Strontium,0.0603 ppb,"1,500 ppb",
Batavia City,Vanadium,0.538 ppb,21 ppb,
Batavia City,None,,,
Alexander Village,Arsenic*,0.1000 ppb,0.004 ppb,10 ppb
Alexander Village,Bromodichloromethane,9.92 ppb,0.06 ppb,
Alexander Village,Chloroform,58.1 ppb,0.4 ppb,
Alexander Village,Dibromochloromethane,1.15 ppb,0.1 ppb,
Alexander Village,Dichloroacetic acid,16.1 ppb,0.2 ppb,
Alexander Village,Haloacetic acids (HAA5)†,45.9 ppb,0.1 ppb,60 ppb
Alexander Village,Nitrate*,0.588 ppm,0.14 ppm,10 ppm
Alexander Village,"Radium, combined (-226 &amp; -228)*",1.50 pCi/L,0.05 pCi/L,5 pCi/L
Alexander Village,Total trihalomethanes (TTHMs)†,69.2 ppb,0.15 ppb,80 ppb
Alexander Village,Trichloroacetic acid,28.0 ppb,0.1 ppb,
Alexander Village,Antimony*,0.180 ppb,1 ppb,6 ppb
Alexander Village,Barium*,28.5 ppb,700 ppb,"2,000 ppb"
Alexander Village,Beryllium*,0.0600 ppb,1 ppb,4 ppb
Alexander Village,Dibromoacetic acid,0.0464 ppb,0.04 ppb,
Alexander Village,Fluoride*,0.764 ppm,,4 ppm
Alexander Village,Mercury (inorganic)*,0.120 ppb,1.2 ppb,2 ppb
Alexander Village,Monobromoacetic acid,0.355 ppb,25 ppb,
Alexander Village,Monochloroacetic acid,1.40 ppb,53 ppb,
Alexander Village,None,,,
Apple Grove Mobile Home Park,Bromodichloromethane,2.25 ppb,0.06 ppb,
Apple Grove Mobile Home Park,Chloroform,1.33 ppb,0.4 ppb,
Apple Grove Mobile Home Park,Dibromoacetic acid,2.65 ppb,0.04 ppb,
Apple Grove Mobile Home Park,Dibromochloromethane,3.25 ppb,0.1 ppb,
Apple Grove Mobile Home Park,Dichloroacetic acid,1.40 ppb,0.2 ppb,
Apple Grove Mobile Home Park,Haloacetic acids (HAA5)†,5.75 ppb,0.1 ppb,60 ppb
Apple Grove Mobile Home Park,Nitrate,1.31 ppm,0.14 ppm,10 ppm
Apple Grove Mobile Home Park,Total trihalomethanes (TTHMs)†,10.6 ppb,0.15 ppb,80 ppb
Apple Grove Mobile Home Park,Trichloroacetic acid,0.500 ppb,0.1 ppb,
Apple Grove Mobile Home Park,Barium,524.7 ppb,700 ppb,"2,000 ppb"
Apple Grove Mobile Home Park,Bromoform,0.975 ppb,0.5 ppb,
Apple Grove Mobile Home Park,Chloroethane,0.275 ppb,,
Apple Grove Mobile Home Park,Dibromomethane,0.125 ppb,,
Apple Grove Mobile Home Park,Dichloromethane (methylene chloride),0.167 ppb,4 ppb,5 ppb
Apple Grove Mobile Home Park,Monobromoacetic acid,1.10 ppb,25 ppb,
Apple Grove Mobile Home Park,None,,,
Elba Village,Bromodichloromethane,8.71 ppb,0.06 ppb,
Elba Village,Chloroform,16.3 ppb,0.4 ppb,
Elba Village,Dibromoacetic acid,1.54 ppb,0.04 ppb,
Elba Village,Dibromochloromethane,4.67 ppb,0.1 ppb,
Elba Village,Dichloroacetic acid,9.45 ppb,0.2 ppb,
Elba Village,Haloacetic acids (HAA5)†,17.5 ppb,0.1 ppb,60 ppb
Elba Village,Nitrate,3.06 ppm,0.14 ppm,10 ppm
Elba Village,"Radium, combined (-226 &amp; -228)",0.60 pCi/L,0.05 pCi/L,5 pCi/L
Elba Village,Total trihalomethanes (TTHMs)†,30.4 ppb,0.15 ppb,80 ppb
Elba Village,Trichloroacetic acid,5.24 ppb,0.1 ppb,
Elba Village,Bromoform,0.736 ppb,0.5 ppb,
Elba Village,Monobromoacetic acid,0.257 ppb,25 ppb,
Elba Village,Monochloroacetic acid,0.957 ppb,53 ppb,
Hartland Water District,Bromodichloromethane,12.3 ppb,0.06 ppb,
Hartland Water District,Chloroform,29.0 ppb,0.4 ppb,
Hartland Water District,Dibromoacetic acid,0.781 ppb,0.04 ppb,
Hartland Water District,Dibromochloromethane,4.74 ppb,0.1 ppb,
Hartland Water District,Dichloroacetic acid,14.9 ppb,0.2 ppb,
Hartland Water District,Haloacetic acids (HAA5)†,27.7 ppb,0.1 ppb,60 ppb
Hartland Water District,"Radium, combined (-226 &amp; -228)*",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Hartland Water District,Total trihalomethanes (TTHMs)†,46.2 ppb,0.15 ppb,80 ppb
Hartland Water District,Trichloroacetic acid,10.9 ppb,0.1 ppb,
Hartland Water District,Barium*,21.0 ppb,700 ppb,"2,000 ppb"
Hartland Water District,Bromoform,0.287 ppb,0.5 ppb,
Hartland Water District,Fluoride*,0.765 ppm,,4 ppm
Hartland Water District,Monobromoacetic acid,0.162 ppb,25 ppb,
Hartland Water District,Monochloroacetic acid,0.757 ppb,53 ppb,
Hartland Water District,Nitrate*,0.0439 ppm,0.14 ppm,10 ppm
Hartland Water District,Nitrate and nitrite*,0.0220 ppm,0.14 ppm,10 ppm
Hartland Water District,Uranium*,0.02 pCi/L,0.43 pCi/L,20 pCi/L
Lewiston Village,Bromodichloromethane,11.6 ppb,0.06 ppb,
Lewiston Village,Chloroform,28.5 ppb,0.4 ppb,
Lewiston Village,Dibromoacetic acid,0.925 ppb,0.04 ppb,
Lewiston Village,Dibromochloromethane,4.66 ppb,0.1 ppb,
Lewiston Village,Dichloroacetic acid,13.8 ppb,0.2 ppb,
Lewiston Village,Haloacetic acids (HAA5)†,26.0 ppb,0.1 ppb,60 ppb
Lewiston Village,"Radium, combined (-226 &amp; -228)*",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Lewiston Village,Total trihalomethanes (TTHMs)†,45.3 ppb,0.15 ppb,80 ppb
Lewiston Village,Trichloroacetic acid,9.95 ppb,0.1 ppb,
Lewiston Village,Barium*,21.0 ppb,700 ppb,"2,000 ppb"
Lewiston Village,Bromoform,0.613 ppb,0.5 ppb,
Lewiston Village,Fluoride*,0.765 ppm,,4 ppm
Lewiston Village,Monochloroacetic acid,1.32 ppb,53 ppb,
Lewiston Village,Nitrate*,0.0439 ppm,0.14 ppm,10 ppm
Lewiston Village,Nitrate and nitrite*,0.0220 ppm,0.14 ppm,10 ppm
Lewiston Village,Uranium*,0.02 pCi/L,0.43 pCi/L,20 pCi/L
Lewiston Village,None,,,
Lincoln Village Lockport Wd #2,"Radium, combined (-226 &amp; -228)*",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Lincoln Village Lockport Wd #2,Barium*,21.0 ppb,700 ppb,"2,000 ppb"
Lincoln Village Lockport Wd #2,Fluoride*,0.765 ppm,,4 ppm
Lincoln Village Lockport Wd #2,Nitrate*,0.0439 ppm,0.14 ppm,10 ppm
Lincoln Village Lockport Wd #2,Nitrate and nitrite*,0.0220 ppm,0.14 ppm,10 ppm
Lincoln Village Lockport Wd #2,Uranium*,0.02 pCi/L,0.43 pCi/L,20 pCi/L
Lockport WD#3,Bromodichloromethane,10.1 ppb,0.06 ppb,
Lockport WD#3,Chloroform,22.5 ppb,0.4 ppb,
Lockport WD#3,Chromium (hexavalent),0.0981 ppb,0.02 ppb,
Lockport WD#3,Dibromoacetic acid,0.764 ppb,0.04 ppb,
Lockport WD#3,Dibromochloromethane,4.24 ppb,0.1 ppb,
Lockport WD#3,Dichloroacetic acid,14.1 ppb,0.2 ppb,
Lockport WD#3,Haloacetic acids (HAA5)†,24.0 ppb,0.1 ppb,60 ppb
Lockport WD#3,Haloacetic acids (HAA9)†,26.9 ppb,0.06 ppb,
Lockport WD#3,"Radium, combined (-226 &amp; -228)*",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Lockport WD#3,Total trihalomethanes (TTHMs)†,37.2 ppb,0.15 ppb,80 ppb
Lockport WD#3,Trichloroacetic acid,8.47 ppb,0.1 ppb,
Lockport WD#3,Barium*,21.0 ppb,700 ppb,"2,000 ppb"
Lockport WD#3,Bromoform,0.368 ppb,0.5 ppb,
Lockport WD#3,Chlorate,6.43 ppb,210 ppb,
Lockport WD#3,Chromium (total),0.139 ppb,,100 ppb
Lockport WD#3,Fluoride*,0.765 ppm,,4 ppm
Lockport WD#3,Manganese,0.230 ppb,100 ppb,
Lockport WD#3,Molybdenum,1.16 ppb,40 ppb,
Lockport WD#3,Monobromoacetic acid,0.0261 ppb,25 ppb,
Lockport WD#3,Monochloroacetic acid,0.589 ppb,53 ppb,
Lockport WD#3,Nitrate*,0.0439 ppm,0.14 ppm,10 ppm
Lockport WD#3,Nitrate and nitrite*,0.0220 ppm,0.14 ppm,10 ppm
Lockport WD#3,Strontium,0.169 ppb,"1,500 ppb",
Lockport WD#3,Uranium*,0.02 pCi/L,0.43 pCi/L,20 pCi/L
Lockport WD#3,Vanadium,0.0778 ppb,21 ppb,
Lockport WD#3,None,,,
"Newfane Water District No. 1,2,3 Consol",Bromodichloromethane,11.4 ppb,0.06 ppb,
"Newfane Water District No. 1,2,3 Consol",Chloroform,25.5 ppb,0.4 ppb,
"Newfane Water District No. 1,2,3 Consol",Dibromoacetic acid,0.747 ppb,0.04 ppb,
"Newfane Water District No. 1,2,3 Consol",Dibromochloromethane,4.55 ppb,0.1 ppb,
"Newfane Water District No. 1,2,3 Consol",Dichloroacetic acid,14.1 ppb,0.2 ppb,
"Newfane Water District No. 1,2,3 Consol",Haloacetic acids (HAA5)†,23.3 ppb,0.1 ppb,60 ppb
"Newfane Water District No. 1,2,3 Consol","Radium, combined (-226 &amp; -228)*",0.27 pCi/L,0.05 pCi/L,5 pCi/L
"Newfane Water District No. 1,2,3 Consol",Total trihalomethanes (TTHMs)†,41.7 ppb,0.15 ppb,80 ppb
"Newfane Water District No. 1,2,3 Consol",Trichloroacetic acid,8.29 ppb,0.1 ppb,
"Newfane Water District No. 1,2,3 Consol",Barium*,21.0 ppb,700 ppb,"2,000 ppb"
"Newfane Water District No. 1,2,3 Consol",Bromoform,0.435 ppb,0.5 ppb,
"Newfane Water District No. 1,2,3 Consol",Fluoride*,0.765 ppm,,4 ppm
"Newfane Water District No. 1,2,3 Consol",Monochloroacetic acid,0.588 ppb,53 ppb,
"Newfane Water District No. 1,2,3 Consol",Nitrate*,0.0439 ppm,0.14 ppm,10 ppm
"Newfane Water District No. 1,2,3 Consol",Nitrate and nitrite*,0.0220 ppm,0.14 ppm,10 ppm
"Newfane Water District No. 1,2,3 Consol",Uranium*,0.02 pCi/L,0.43 pCi/L,20 pCi/L
"Newfane Water District No. 1,2,3 Consol",None,,,
Niagara Water Improvement Area,Bromodichloromethane,11.3 ppb,0.06 ppb,
Niagara Water Improvement Area,Chloroform,24.3 ppb,0.4 ppb,
Niagara Water Improvement Area,Dibromoacetic acid,0.547 ppb,0.04 ppb,
Niagara Water Improvement Area,Dibromochloromethane,4.63 ppb,0.1 ppb,
Niagara Water Improvement Area,Dichloroacetic acid,11.5 ppb,0.2 ppb,
Niagara Water Improvement Area,Haloacetic acids (HAA5)†,22.1 ppb,0.1 ppb,60 ppb
Niagara Water Improvement Area,"Radium, combined (-226 &amp; -228)*",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Niagara Water Improvement Area,Total trihalomethanes (TTHMs)†,40.5 ppb,0.15 ppb,80 ppb
Niagara Water Improvement Area,Trichloroacetic acid,8.82 ppb,0.1 ppb,
Niagara Water Improvement Area,Barium*,21.0 ppb,700 ppb,"2,000 ppb"
Niagara Water Improvement Area,Bromoform,0.322 ppb,0.5 ppb,
Niagara Water Improvement Area,Fluoride*,0.765 ppm,,4 ppm
Niagara Water Improvement Area,Monochloroacetic acid,1.23 ppb,53 ppb,
Niagara Water Improvement Area,Nitrate*,0.0439 ppm,0.14 ppm,10 ppm
Niagara Water Improvement Area,Nitrate and nitrite*,0.0220 ppm,0.14 ppm,10 ppm
Niagara Water Improvement Area,Uranium*,0.02 pCi/L,0.43 pCi/L,20 pCi/L
Niagara Water Improvement Area,None,,,
Pendleton Town Water District,Bromodichloromethane,11.0 ppb,0.06 ppb,
Pendleton Town Water District,Chloroform,23.9 ppb,0.4 ppb,
Pendleton Town Water District,Dibromoacetic acid,0.812 ppb,0.04 ppb,
Pendleton Town Water District,Dibromochloromethane,4.46 ppb,0.1 ppb,
Pendleton Town Water District,Dichloroacetic acid,13.6 ppb,0.2 ppb,
Pendleton Town Water District,Haloacetic acids (HAA5)†,24.4 ppb,0.1 ppb,60 ppb
Pendleton Town Water District,"Radium, combined (-226 &amp; -228)*",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Pendleton Town Water District,Total trihalomethanes (TTHMs)†,39.8 ppb,0.15 ppb,80 ppb
Pendleton Town Water District,Trichloroacetic acid,9.65 ppb,0.1 ppb,
Pendleton Town Water District,Barium*,21.0 ppb,700 ppb,"2,000 ppb"
Pendleton Town Water District,Bromoform,0.550 ppb,0.5 ppb,
Pendleton Town Water District,Fluoride*,0.765 ppm,,4 ppm
Pendleton Town Water District,Monochloroacetic acid,0.597 ppb,53 ppb,
Pendleton Town Water District,Nitrate*,0.0439 ppm,0.14 ppm,10 ppm
Pendleton Town Water District,Nitrate and nitrite*,0.0220 ppm,0.14 ppm,10 ppm
Pendleton Town Water District,Uranium*,0.02 pCi/L,0.43 pCi/L,20 pCi/L
Pendleton Town Water District,None,,,
Royalton Townwide Water District,Bromodichloromethane,11.3 ppb,0.06 ppb,
Royalton Townwide Water District,Chloroform,25.1 ppb,0.4 ppb,
Royalton Townwide Water District,Dibromoacetic acid,0.455 ppb,0.04 ppb,
Royalton Townwide Water District,Dibromochloromethane,4.66 ppb,0.1 ppb,
Royalton Townwide Water District,Dichloroacetic acid,14.5 ppb,0.2 ppb,
Royalton Townwide Water District,Haloacetic acids (HAA5)†,25.6 ppb,0.1 ppb,60 ppb
Royalton Townwide Water District,"Radium, combined (-226 &amp; -228)*",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Royalton Townwide Water District,Total trihalomethanes (TTHMs)†,41.4 ppb,0.15 ppb,80 ppb
Royalton Townwide Water District,Trichloroacetic acid,9.64 ppb,0.1 ppb,
Royalton Townwide Water District,Barium*,21.0 ppb,700 ppb,"2,000 ppb"
Royalton Townwide Water District,Bromoform,0.406 ppb,0.5 ppb,
Royalton Townwide Water District,Fluoride*,0.765 ppm,,4 ppm
Royalton Townwide Water District,Monobromoacetic acid,0.176 ppb,25 ppb,
Royalton Townwide Water District,Monochloroacetic acid,0.845 ppb,53 ppb,
Royalton Townwide Water District,Nitrate*,0.0439 ppm,0.14 ppm,10 ppm
Royalton Townwide Water District,Nitrate and nitrite*,0.0220 ppm,0.14 ppm,10 ppm
Royalton Townwide Water District,Uranium*,0.02 pCi/L,0.43 pCi/L,20 pCi/L
Somerset Consolidated Water District,Bromodichloromethane,12.6 ppb,0.06 ppb,
Somerset Consolidated Water District,Chloroform,30.2 ppb,0.4 ppb,
Somerset Consolidated Water District,Dibromoacetic acid,0.713 ppb,0.04 ppb,
Somerset Consolidated Water District,Dibromochloromethane,4.92 ppb,0.1 ppb,
Somerset Consolidated Water District,Dichloroacetic acid,15.9 ppb,0.2 ppb,
Somerset Consolidated Water District,Haloacetic acids (HAA5)†,29.0 ppb,0.1 ppb,60 ppb
Somerset Consolidated Water District,"Radium, combined (-226 &amp; -228)*",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Somerset Consolidated Water District,Total trihalomethanes (TTHMs)†,48.4 ppb,0.15 ppb,80 ppb
Somerset Consolidated Water District,Trichloroacetic acid,11.3 ppb,0.1 ppb,
Somerset Consolidated Water District,Barium*,21.0 ppb,700 ppb,"2,000 ppb"
Somerset Consolidated Water District,Bromoform,0.647 ppb,0.5 ppb,
Somerset Consolidated Water District,Fluoride*,0.765 ppm,,4 ppm
Somerset Consolidated Water District,Monobromoacetic acid,0.0657 ppb,25 ppb,
Somerset Consolidated Water District,Monochloroacetic acid,0.986 ppb,53 ppb,
Somerset Consolidated Water District,Nitrate*,0.0439 ppm,0.14 ppm,10 ppm
Somerset Consolidated Water District,Nitrate and nitrite*,0.0220 ppm,0.14 ppm,10 ppm
Somerset Consolidated Water District,Uranium*,0.02 pCi/L,0.43 pCi/L,20 pCi/L
Wheatfield WD,Bromodichloromethane,10.1 ppb,0.06 ppb,
Wheatfield WD,Chloroform,20.5 ppb,0.4 ppb,
Wheatfield WD,Chromium (hexavalent),0.0746 ppb,0.02 ppb,
Wheatfield WD,Dibromoacetic acid,1.02 ppb,0.04 ppb,
Wheatfield WD,Dibromochloromethane,4.18 ppb,0.1 ppb,
Wheatfield WD,Dichloroacetic acid,14.6 ppb,0.2 ppb,
Wheatfield WD,Haloacetic acids (HAA5)†,24.9 ppb,0.1 ppb,60 ppb
Wheatfield WD,Haloacetic acids (HAA9)†,41.2 ppb,0.06 ppb,
Wheatfield WD,"Radium, combined (-226 &amp; -228)*",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Wheatfield WD,Total trihalomethanes (TTHMs)†,35.2 ppb,0.15 ppb,80 ppb
Wheatfield WD,Trichloroacetic acid,8.25 ppb,0.1 ppb,
Wheatfield WD,Barium*,21.0 ppb,700 ppb,"2,000 ppb"
Wheatfield WD,Bromoform,0.369 ppb,0.5 ppb,
Wheatfield WD,Chromium (total),0.243 ppb,,100 ppb
Wheatfield WD,Fluoride*,0.765 ppm,,4 ppm
Wheatfield WD,Molybdenum,1.23 ppb,40 ppb,
Wheatfield WD,Monochloroacetic acid,0.973 ppb,53 ppb,
Wheatfield WD,Nitrate*,0.0439 ppm,0.14 ppm,10 ppm
Wheatfield WD,Nitrate and nitrite*,0.0220 ppm,0.14 ppm,10 ppm
Wheatfield WD,Strontium,0.168 ppb,"1,500 ppb",
Wheatfield WD,Uranium*,0.02 pCi/L,0.43 pCi/L,20 pCi/L
Wheatfield WD,Vanadium,0.0538 ppb,21 ppb,
Wheatfield WD,None,,,
Wilson Town Water District,Bromodichloromethane,11.7 ppb,0.06 ppb,
Wilson Town Water District,Chloroform,26.6 ppb,0.4 ppb,
Wilson Town Water District,Dibromoacetic acid,0.943 ppb,0.04 ppb,
Wilson Town Water District,Dibromochloromethane,4.86 ppb,0.1 ppb,
Wilson Town Water District,Dichloroacetic acid,14.1 ppb,0.2 ppb,
Wilson Town Water District,Haloacetic acids (HAA5)†,26.9 ppb,0.1 ppb,60 ppb
Wilson Town Water District,"Radium, combined (-226 &amp; -228)*",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Wilson Town Water District,Total trihalomethanes (TTHMs)†,43.8 ppb,0.15 ppb,80 ppb
Wilson Town Water District,Trichloroacetic acid,10.7 ppb,0.1 ppb,
Wilson Town Water District,Barium*,21.0 ppb,700 ppb,"2,000 ppb"
Wilson Town Water District,Bromoform,0.599 ppb,0.5 ppb,
Wilson Town Water District,Fluoride*,0.765 ppm,,4 ppm
Wilson Town Water District,Monochloroacetic acid,1.22 ppb,53 ppb,
Wilson Town Water District,Nitrate*,0.0439 ppm,0.14 ppm,10 ppm
Wilson Town Water District,Nitrate and nitrite*,0.0220 ppm,0.14 ppm,10 ppm
Wilson Town Water District,Uranium*,0.02 pCi/L,0.43 pCi/L,20 pCi/L
Wilson Town Water District,None,,,
Youngstown,Bromodichloromethane,12.1 ppb,0.06 ppb,
Youngstown,Chloroform,28.3 ppb,0.4 ppb,
Youngstown,Dibromoacetic acid,1.20 ppb,0.04 ppb,
Youngstown,Dibromochloromethane,4.77 ppb,0.1 ppb,
Youngstown,Dichloroacetic acid,12.5 ppb,0.2 ppb,
Youngstown,Haloacetic acids (HAA5)†,24.8 ppb,0.1 ppb,60 ppb
Youngstown,"Radium, combined (-226 &amp; -228)*",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Youngstown,Total trihalomethanes (TTHMs)†,45.5 ppb,0.15 ppb,80 ppb
Youngstown,Trichloroacetic acid,10.2 ppb,0.1 ppb,
Youngstown,Barium*,21.0 ppb,700 ppb,"2,000 ppb"
Youngstown,Bromoform,0.379 ppb,0.5 ppb,
Youngstown,Fluoride*,0.765 ppm,,4 ppm
Youngstown,Monochloroacetic acid,0.797 ppb,53 ppb,
Youngstown,Nitrate*,0.0439 ppm,0.14 ppm,10 ppm
Youngstown,Nitrate and nitrite*,0.0220 ppm,0.14 ppm,10 ppm
Youngstown,Uranium*,0.02 pCi/L,0.43 pCi/L,20 pCi/L
Youngstown,None,,,
Allegany Village,Bromodichloromethane,0.520 ppb,0.06 ppb,
Allegany Village,Dibromoacetic acid,0.438 ppb,0.04 ppb,
Allegany Village,Dibromochloromethane,1.14 ppb,0.1 ppb,
Allegany Village,Haloacetic acids (HAA5)†,0.750 ppb,0.1 ppb,60 ppb
Allegany Village,Nitrate,1.07 ppm,0.14 ppm,10 ppm
Allegany Village,Total trihalomethanes (TTHMs)†,2.64 ppb,0.15 ppb,80 ppb
Allegany Village,Bromoform,0.860 ppb,0.5 ppb,
Allegany Village,Chloroform,0.116 ppb,0.4 ppb,
Allegany Village,Di(2-ethylhexyl) phthalate,0.248 ppb,3 ppb,6 ppb
Allegany Village,Dichloroacetic acid,0.117 ppb,0.2 ppb,
Allegany Village,Monochloroacetic acid,0.195 ppb,53 ppb,
Allegany Village,None,,,
Gowanda Village,Bromodichloromethane,8.17 ppb,0.06 ppb,
Gowanda Village,Bromoform,5.19 ppb,0.5 ppb,
Gowanda Village,Chloroform,18.4 ppb,0.4 ppb,
Gowanda Village,Dibromoacetic acid,1.66 ppb,0.04 ppb,
Gowanda Village,Dibromochloromethane,8.09 ppb,0.1 ppb,
Gowanda Village,Dichloroacetic acid,7.79 ppb,0.2 ppb,
Gowanda Village,Haloacetic acids (HAA5)†,21.8 ppb,0.1 ppb,60 ppb
Gowanda Village,Nitrate,1.17 ppm,0.14 ppm,10 ppm
Gowanda Village,Nitrate and nitrite,0.597 ppm,0.14 ppm,10 ppm
Gowanda Village,"Radium, combined (-226 &amp; -228)",0.77 pCi/L,0.05 pCi/L,5 pCi/L
Gowanda Village,Total trihalomethanes (TTHMs)†,39.8 ppb,0.15 ppb,80 ppb
Gowanda Village,Trichloroacetic acid,11.1 ppb,0.1 ppb,
Gowanda Village,Barium,"1,027.1 ppb",700 ppb,"2,000 ppb"
Gowanda Village,Fluoride,0.807 ppm,,4 ppm
Gowanda Village,Monobromoacetic acid,0.418 ppb,25 ppb,
Gowanda Village,Monochloroacetic acid,0.898 ppb,53 ppb,
Gowanda Village,Uranium,0.34 pCi/L,0.43 pCi/L,20 pCi/L
Gowanda Village,None,,,
Attica Correctional,Arsenic*,0.1000 ppb,0.004 ppb,10 ppb
Attica Correctional,Bromodichloromethane,7.07 ppb,0.06 ppb,
Attica Correctional,Chloroform,39.4 ppb,0.4 ppb,
Attica Correctional,Dibromoacetic acid,0.132 ppb,0.04 ppb,
Attica Correctional,Dibromochloromethane,0.829 ppb,0.1 ppb,
Attica Correctional,Dichloroacetic acid,16.5 ppb,0.2 ppb,
Attica Correctional,Haloacetic acids (HAA5)†,44.2 ppb,0.1 ppb,60 ppb
Attica Correctional,Nitrate*,0.588 ppm,0.14 ppm,10 ppm
Attica Correctional,"Radium, combined (-226 &amp; -228)*",1.50 pCi/L,0.05 pCi/L,5 pCi/L
Attica Correctional,Total trihalomethanes (TTHMs)†,52.3 ppb,0.15 ppb,80 ppb
Attica Correctional,Trichloroacetic acid,28.1 ppb,0.1 ppb,
Attica Correctional,Antimony*,0.180 ppb,1 ppb,6 ppb
Attica Correctional,Barium*,28.5 ppb,700 ppb,"2,000 ppb"
Attica Correctional,Beryllium*,0.0600 ppb,1 ppb,4 ppb
Attica Correctional,Fluoride*,0.764 ppm,,4 ppm
Attica Correctional,Mercury (inorganic)*,0.120 ppb,1.2 ppb,2 ppb
Attica Correctional,Monobromoacetic acid,0.435 ppb,25 ppb,
Attica Correctional,Monochloroacetic acid,1.26 ppb,53 ppb,
Attica Correctional,None,,,
Randolph Town Water District,Bromodichloromethane,2.03 ppb,0.06 ppb,
Randolph Town Water District,Chloroform,4.26 ppb,0.4 ppb,
Randolph Town Water District,Dibromoacetic acid,0.161 ppb,0.04 ppb,
Randolph Town Water District,Dibromochloromethane,1.91 ppb,0.1 ppb,
Randolph Town Water District,Haloacetic acids (HAA5)†,1.45 ppb,0.1 ppb,60 ppb
Randolph Town Water District,Nitrate,1.02 ppm,0.14 ppm,10 ppm
Randolph Town Water District,Nitrate and nitrite,2.58 ppm,0.14 ppm,10 ppm
Randolph Town Water District,"Radium, combined (-226 &amp; -228)",0.35 pCi/L,0.05 pCi/L,5 pCi/L
Randolph Town Water District,Total trihalomethanes (TTHMs)†,8.97 ppb,0.15 ppb,80 ppb
Randolph Town Water District,Trichloroacetic acid,0.580 ppb,0.1 ppb,
Randolph Town Water District,"1,2-Dibromo-3-chloropropane (DBCP)",0.00200 ppb,0.0017 ppb,0.2 ppb
Randolph Town Water District,Barium,169.9 ppb,700 ppb,"2,000 ppb"
Randolph Town Water District,Bromoform,0.773 ppb,0.5 ppb,
Randolph Town Water District,Chromium (total),0.0350 ppb,,100 ppb
Randolph Town Water District,Dichloroacetic acid,0.257 ppb,0.2 ppb,
Randolph Town Water District,Fluoride,0.0133 ppm,,4 ppm
Randolph Town Water District,Manganese,19.0 ppb,100 ppb,
Randolph Town Water District,Monochloroacetic acid,0.248 ppb,53 ppb,
Randolph Town Water District,Thallium,0.00383 ppb,0.1 ppb,2 ppb
Randolph Town Water District,Uranium,0.09 pCi/L,0.43 pCi/L,20 pCi/L
Randolph Town Water District,None,,,
Wellsville Village Public Water,Arsenic,1.17 ppb,0.004 ppb,10 ppb
Wellsville Village Public Water,Bromodichloromethane,9.78 ppb,0.06 ppb,
Wellsville Village Public Water,Chloroform,35.0 ppb,0.4 ppb,
Wellsville Village Public Water,Chromium (hexavalent),0.0446 ppb,0.02 ppb,
Wellsville Village Public Water,Dibromochloromethane,2.10 ppb,0.1 ppb,
Wellsville Village Public Water,Dichloroacetic acid,19.2 ppb,0.2 ppb,
Wellsville Village Public Water,Haloacetic acids (HAA5)†,35.8 ppb,0.1 ppb,60 ppb
Wellsville Village Public Water,Nitrate,1.09 ppm,0.14 ppm,10 ppm
Wellsville Village Public Water,Nitrate and nitrite,1.48 ppm,0.14 ppm,10 ppm
Wellsville Village Public Water,"Radium, combined (-226 &amp; -228)",1.59 pCi/L,0.05 pCi/L,5 pCi/L
Wellsville Village Public Water,Total trihalomethanes (TTHMs)†,49.6 ppb,0.15 ppb,80 ppb
Wellsville Village Public Water,Trichloroacetic acid,21.0 ppb,0.1 ppb,
Wellsville Village Public Water,Barium,39.4 ppb,700 ppb,"2,000 ppb"
Wellsville Village Public Water,Fluoride,0.776 ppm,,4 ppm
Wellsville Village Public Water,Manganese,3.28 ppb,100 ppb,
Wellsville Village Public Water,Strontium,0.0550 ppb,"1,500 ppb",
Wellsville Village Public Water,Uranium,0.04 pCi/L,0.43 pCi/L,20 pCi/L
Wellsville Village Public Water,None,,,
Alfred State College,Bromodichloromethane,1.01 ppb,0.06 ppb,
